"","seqnames","start","end","width","strand","peakNames"
"12663","2",12815718,12816543,826,"*",c("SRR5874658__15905", "SRR5874657__14145")
"12664","2",12816950,12817055,106,"*",c("SRR5874658__15906", "SRR5874657__14146")
"12665","2",12819376,12819672,297,"*",c("SRR5874657__14147", "SRR5874658__15907")
"12666","2",12819986,12820371,386,"*",c("SRR5874657__14148", "SRR5874658__15908")
"12667","2",12822774,12823410,637,"*",c("SRR5874658__15910", "SRR5874657__14150")
"12668","2",12823435,12823572,138,"*",c("SRR5874658__15911", "SRR5874657__14151")
"12669","2",12824210,12824498,289,"*",c("SRR5874658__15912", "SRR5874657__14152")
"12670","2",12826770,12826924,155,"*",c("SRR5874657__14153", "SRR5874658__15913")
"12671","2",12829047,12829376,330,"*",c("SRR5874657__14154", "SRR5874658__15914")
"12672","2",12829706,12830402,697,"*",c("SRR5874658__15915", "SRR5874657__14155", "SRR5874657__14156")
"12673","2",12830864,12831279,416,"*",c("SRR5874658__15916", "SRR5874657__14157", "SRR5874658__15917")
"12674","2",12834871,12834995,125,"*",c("SRR5874658__15918", "SRR5874657__14159")
"12675","2",12838974,12839118,145,"*",c("SRR5874658__15919", "SRR5874657__14160")
"12676","2",12839527,12839743,217,"*",c("SRR5874657__14161", "SRR5874658__15921")
"12677","2",12840041,12840834,794,"*",c("SRR5874658__15922", "SRR5874657__14162")
"12678","2",12843012,12843230,219,"*",c("SRR5874658__15923", "SRR5874657__14163")
"12679","2",12847170,12847693,524,"*",c("SRR5874657__14164", "SRR5874658__15924")
"12680","2",12849077,12849851,775,"*",c("SRR5874658__15925", "SRR5874657__14165")
"12681","2",12857598,12857835,238,"*",c("SRR5874658__15927", "SRR5874657__14166")
"12682","2",12861851,12862160,310,"*",c("SRR5874658__15929", "SRR5874657__14168")
"12683","2",12863134,12863280,147,"*",c("SRR5874658__15930", "SRR5874657__14169")
"12684","2",12864033,12864356,324,"*",c("SRR5874657__14170", "SRR5874658__15931")
"12685","2",12868059,12868256,198,"*",c("SRR5874657__14171", "SRR5874658__15932")
"12686","2",12871491,12872506,1016,"*",c("SRR5874657__14172", "SRR5874658__15933")
"12687","2",12874441,12874807,367,"*",c("SRR5874657__14173", "SRR5874658__15934")
"12688","2",12877779,12877886,108,"*",c("SRR5874658__15935", "SRR5874657__14175")
"12689","2",12881356,12881810,455,"*",c("SRR5874658__15936", "SRR5874657__14176")
"12690","2",12882619,12882879,261,"*",c("SRR5874658__15937", "SRR5874657__14177")
"12691","2",12885346,12886140,795,"*",c("SRR5874657__14178", "SRR5874658__15938", "SRR5874657__14179")
"12692","2",12893127,12893430,304,"*",c("SRR5874658__15939", "SRR5874657__14181")
"12693","2",12893617,12894141,525,"*",c("SRR5874657__14182", "SRR5874658__15940")
"12694","2",12896896,12897063,168,"*",c("SRR5874658__15943", "SRR5874657__14183")
"12695","2",12898281,12899045,765,"*",c("SRR5874658__15945", "SRR5874657__14184")
"12696","2",12904979,12905848,870,"*",c("SRR5874658__15947", "SRR5874657__14185", "SRR5874658__15948", "SRR5874657__14186")
"12697","2",12907437,12908004,568,"*",c("SRR5874657__14187", "SRR5874658__15949", "SRR5874658__15950")
"12698","2",12909048,12909151,104,"*",c("SRR5874657__14188", "SRR5874658__15951")
"12699","2",12912321,12912494,174,"*",c("SRR5874657__14189", "SRR5874658__15952")
"12700","2",12921683,12921981,299,"*",c("SRR5874658__15953", "SRR5874657__14190")
"12701","2",12922197,12922325,129,"*",c("SRR5874657__14191", "SRR5874658__15954")
"12702","2",12924873,12925221,349,"*",c("SRR5874658__15955", "SRR5874657__14192")
"12703","2",12927798,12928114,317,"*",c("SRR5874658__15956", "SRR5874657__14193")
"12704","2",12929667,12929815,149,"*",c("SRR5874657__14194", "SRR5874658__15957")
"12705","2",12935674,12935989,316,"*",c("SRR5874657__14196", "SRR5874658__15958")
"12706","2",12937196,12937498,303,"*",c("SRR5874658__15959", "SRR5874657__14197")
"12707","2",12938679,12938896,218,"*",c("SRR5874658__15960", "SRR5874657__14198")
"12708","2",12938994,12939593,600,"*",c("SRR5874658__15961", "SRR5874657__14199")
"12709","2",12941091,12941498,408,"*",c("SRR5874657__14201", "SRR5874658__15962")
"12710","2",12944344,12944539,196,"*",c("SRR5874657__14202", "SRR5874658__15963")
"12711","2",12944952,12945275,324,"*",c("SRR5874657__14203", "SRR5874658__15964")
"12712","2",12947227,12947578,352,"*",c("SRR5874657__14204", "SRR5874658__15966")
"12713","2",12949927,12950475,549,"*",c("SRR5874657__14205", "SRR5874658__15967")
"12714","2",12954049,12954361,313,"*",c("SRR5874657__14206", "SRR5874658__15968")
"12715","2",12955128,12955781,654,"*",c("SRR5874657__14207", "SRR5874658__15969", "SRR5874657__14208")
"12716","2",12963522,12963651,130,"*",c("SRR5874658__15970", "SRR5874657__14209")
"12717","2",12965453,12965968,516,"*",c("SRR5874657__14210", "SRR5874658__15972")
"12718","2",12966355,12966577,223,"*",c("SRR5874658__15973", "SRR5874657__14211")
"12719","2",12966737,12967039,303,"*",c("SRR5874657__14212", "SRR5874658__15974")
"12720","2",12967153,12967586,434,"*",c("SRR5874658__15975", "SRR5874657__14213")
"12721","2",12967767,12968333,567,"*",c("SRR5874658__15976", "SRR5874657__14214")
"12722","2",12972661,12973051,391,"*",c("SRR5874657__14215", "SRR5874658__15977")
"12723","2",12975403,12976028,626,"*",c("SRR5874657__14217", "SRR5874658__15978", "SRR5874658__15979")
"12724","2",12978845,12979201,357,"*",c("SRR5874658__15980", "SRR5874657__14218")
"12725","2",12984997,12985200,204,"*",c("SRR5874657__14219", "SRR5874658__15983")
"12726","2",12986465,12986942,478,"*",c("SRR5874658__15987", "SRR5874657__14220")
"12727","2",12987107,12987396,290,"*",c("SRR5874658__15988", "SRR5874657__14221")
"12728","2",12987606,12987826,221,"*",c("SRR5874657__14222", "SRR5874658__15989")
"12729","2",12988043,12988190,148,"*",c("SRR5874658__15990", "SRR5874657__14223")
"12730","2",12993421,12993618,198,"*",c("SRR5874657__14224", "SRR5874658__15991")
"12731","2",12995767,12996029,263,"*",c("SRR5874657__14225", "SRR5874658__15992")
"12732","2",12997343,12997644,302,"*",c("SRR5874658__15993", "SRR5874657__14226")
"12733","2",12997679,12998108,430,"*",c("SRR5874657__14227", "SRR5874658__15994")
"12734","2",13000393,13000959,567,"*",c("SRR5874657__14229", "SRR5874658__15995")
"12735","2",13002535,13002857,323,"*",c("SRR5874658__15996", "SRR5874657__14230")
"12736","2",13005600,13005878,279,"*",c("SRR5874658__15997", "SRR5874657__14231")
"12737","2",13006219,13006457,239,"*",c("SRR5874658__15998", "SRR5874657__14232")
"12738","2",13006509,13006909,401,"*",c("SRR5874658__15999", "SRR5874657__14233")
"12739","2",13007250,13007559,310,"*",c("SRR5874657__14234", "SRR5874658__16000")
"12740","2",13007769,13008389,621,"*",c("SRR5874658__16001", "SRR5874657__14235")
"12741","2",13008491,13008992,502,"*",c("SRR5874657__14236", "SRR5874658__16002")
"12742","2",13013789,13014276,488,"*",c("SRR5874657__14237", "SRR5874658__16003")
"12743","2",13016050,13016189,140,"*",c("SRR5874657__14238", "SRR5874658__16004")
"12744","2",13016349,13016657,309,"*",c("SRR5874657__14239", "SRR5874658__16005")
"12745","2",13018758,13019160,403,"*",c("SRR5874658__16006", "SRR5874657__14240", "SRR5874658__16007")
"12746","2",13020086,13020410,325,"*",c("SRR5874657__14241", "SRR5874658__16008")
"12747","2",13020578,13020689,112,"*",c("SRR5874658__16009", "SRR5874657__14242")
"12748","2",13024103,13024501,399,"*",c("SRR5874658__16010", "SRR5874657__14243")
"12749","2",13025841,13026094,254,"*",c("SRR5874658__16011", "SRR5874657__14244")
"12750","2",13030465,13030711,247,"*",c("SRR5874658__16012", "SRR5874657__14245")
"12751","2",13033186,13033731,546,"*",c("SRR5874658__16014", "SRR5874657__14246")
"12752","2",13036245,13036372,128,"*",c("SRR5874657__14247", "SRR5874658__16015")
"12753","2",13036663,13037243,581,"*",c("SRR5874658__16016", "SRR5874657__14248")
"12754","2",13041294,13041562,269,"*",c("SRR5874657__14249", "SRR5874658__16017")
"12755","2",13041968,13042268,301,"*",c("SRR5874657__14250", "SRR5874658__16018")
"12756","2",13045071,13045359,289,"*",c("SRR5874657__14251", "SRR5874658__16019")
"12757","2",13052385,13052640,256,"*",c("SRR5874658__16020", "SRR5874657__14252")
"12758","2",13063464,13063577,114,"*",c("SRR5874658__16022", "SRR5874657__14253")
"12759","2",13081283,13081431,149,"*",c("SRR5874658__16023", "SRR5874657__14254")
"12760","2",13085163,13085952,790,"*",c("SRR5874658__16024", "SRR5874657__14255")
"12761","2",13091543,13091824,282,"*",c("SRR5874657__14257", "SRR5874658__16025")
"12762","2",13095066,13095200,135,"*",c("SRR5874657__14258", "SRR5874658__16026")
"12763","2",13099520,13099889,370,"*",c("SRR5874658__16028", "SRR5874657__14259")
"12764","2",13105412,13106020,609,"*",c("SRR5874657__14260", "SRR5874658__16029")
"12765","2",13106549,13107133,585,"*",c("SRR5874657__14261", "SRR5874658__16030")
"12766","2",13115628,13116105,478,"*",c("SRR5874657__14262", "SRR5874658__16032")
"12767","2",13116278,13116514,237,"*",c("SRR5874658__16033", "SRR5874657__14263")
"12768","2",13119890,13120589,700,"*",c("SRR5874657__14264", "SRR5874658__16034")
"12769","2",13126561,13127165,605,"*",c("SRR5874658__16035", "SRR5874657__14265")
"12770","2",13127898,13128099,202,"*",c("SRR5874657__14266", "SRR5874658__16036")
"12771","2",13129258,13129562,305,"*",c("SRR5874657__14267", "SRR5874658__16037")
"12772","2",13137125,13137546,422,"*",c("SRR5874658__16038", "SRR5874657__14268")
"12773","2",13137978,13138231,254,"*",c("SRR5874657__14269", "SRR5874658__16039")
"12774","2",13138416,13138654,239,"*",c("SRR5874657__14270", "SRR5874658__16040")
"12775","2",13138942,13139210,269,"*",c("SRR5874657__14271", "SRR5874658__16041")
"12776","2",13140776,13141001,226,"*",c("SRR5874658__16043", "SRR5874657__14272", "SRR5874658__16044")
"12777","2",13141077,13141500,424,"*",c("SRR5874657__14273", "SRR5874658__16045")
"12778","2",13145858,13146621,764,"*",c("SRR5874657__14274", "SRR5874658__16046", "SRR5874658__16047")
"12779","2",13151217,13151876,660,"*",c("SRR5874657__14275", "SRR5874658__16050", "SRR5874657__14276", "SRR5874658__16051")
"12780","2",13153168,13153416,249,"*",c("SRR5874658__16052", "SRR5874657__14278")
"12781","2",13159885,13160048,164,"*",c("SRR5874658__16053", "SRR5874657__14279")
"12782","2",13161014,13161404,391,"*",c("SRR5874658__16055", "SRR5874657__14280", "SRR5874658__16056")
"12783","2",13161922,13162474,553,"*",c("SRR5874657__14281", "SRR5874658__16057")
"12784","2",13163353,13163607,255,"*",c("SRR5874657__14282", "SRR5874658__16058")
"12785","2",13172037,13172371,335,"*",c("SRR5874657__14283", "SRR5874658__16061")
"12786","2",13174088,13174373,286,"*",c("SRR5874657__14284", "SRR5874658__16062")
"12787","2",13178251,13178616,366,"*",c("SRR5874657__14285", "SRR5874658__16063")
"12788","2",13178658,13179087,430,"*",c("SRR5874658__16064", "SRR5874657__14286")
"12789","2",13179753,13179908,156,"*",c("SRR5874657__14287", "SRR5874658__16065")
"12790","2",13185756,13186156,401,"*",c("SRR5874657__14288", "SRR5874658__16066")
"12791","2",13186360,13186646,287,"*",c("SRR5874657__14289", "SRR5874658__16067")
"12792","2",13187473,13187627,155,"*",c("SRR5874657__14290", "SRR5874658__16068")
"12793","2",13190287,13190510,224,"*",c("SRR5874658__16069", "SRR5874657__14291")
"12794","2",13190549,13190767,219,"*",c("SRR5874658__16070", "SRR5874657__14292")
"12795","2",13191258,13191438,181,"*",c("SRR5874658__16071", "SRR5874657__14293")
"12796","2",13191602,13191867,266,"*",c("SRR5874657__14294", "SRR5874658__16072")
"12797","2",13192038,13192229,192,"*",c("SRR5874657__14295", "SRR5874658__16073")
"12798","2",13193633,13194313,681,"*",c("SRR5874658__16074", "SRR5874657__14297")
"12799","2",13200648,13200964,317,"*",c("SRR5874657__14298", "SRR5874658__16075")
"12800","2",13201289,13201515,227,"*",c("SRR5874658__16076", "SRR5874657__14299")
"12801","2",13210962,13211109,148,"*",c("SRR5874657__14300", "SRR5874658__16077")
"12802","2",13212909,13213054,146,"*",c("SRR5874657__14301", "SRR5874658__16078")
"12803","2",13213175,13213390,216,"*",c("SRR5874658__16079", "SRR5874657__14302")
"12804","2",13218507,13218754,248,"*",c("SRR5874657__14303", "SRR5874658__16080")
"12805","2",13220115,13220376,262,"*",c("SRR5874657__14305", "SRR5874658__16081")
"12806","2",13221930,13222295,366,"*",c("SRR5874657__14306", "SRR5874658__16083", "SRR5874657__14307")
"12807","2",13222424,13223061,638,"*",c("SRR5874658__16084", "SRR5874657__14308")
"12808","2",13226883,13227073,191,"*",c("SRR5874657__14309", "SRR5874658__16085")
"12809","2",13227368,13227517,150,"*",c("SRR5874658__16087", "SRR5874657__14310")
"12810","2",13228483,13228752,270,"*",c("SRR5874658__16088", "SRR5874657__14311")
"12811","2",13230003,13230333,331,"*",c("SRR5874658__16089", "SRR5874657__14312")
"12812","2",13231160,13231525,366,"*",c("SRR5874657__14313", "SRR5874658__16090")
"12813","2",13231617,13231878,262,"*",c("SRR5874658__16091", "SRR5874657__14314")
"12814","2",13233602,13234062,461,"*",c("SRR5874657__14315", "SRR5874658__16093")
"12815","2",13244895,13245098,204,"*",c("SRR5874658__16094", "SRR5874657__14316")
"12816","2",13245873,13246034,162,"*",c("SRR5874657__14317", "SRR5874658__16095")
"12817","2",13246926,13247362,437,"*",c("SRR5874658__16096", "SRR5874657__14318")
"12818","2",13248721,13248836,116,"*",c("SRR5874658__16097", "SRR5874657__14319")
"12819","2",13253995,13254222,228,"*",c("SRR5874657__14320", "SRR5874658__16098")
"12820","2",13255217,13255564,348,"*",c("SRR5874657__14321", "SRR5874658__16099")
"12821","2",13255739,13255886,148,"*",c("SRR5874657__14322", "SRR5874658__16100")
"12822","2",13255996,13256349,354,"*",c("SRR5874658__16101", "SRR5874657__14323")
"12823","2",13257450,13257770,321,"*",c("SRR5874657__14324", "SRR5874658__16102", "SRR5874658__16103")
"12824","2",13257848,13258165,318,"*",c("SRR5874657__14325", "SRR5874658__16104")
"12825","2",13262713,13262948,236,"*",c("SRR5874657__14326", "SRR5874658__16105")
"12826","2",13263210,13263817,608,"*",c("SRR5874657__14327", "SRR5874658__16106", "SRR5874658__16107")
"12827","2",13266488,13266856,369,"*",c("SRR5874657__14328", "SRR5874658__16108")
"12828","2",13269656,13270027,372,"*",c("SRR5874657__14329", "SRR5874658__16110")
"12829","2",13271860,13272477,618,"*",c("SRR5874657__14330", "SRR5874658__16111")
"12830","2",13275338,13275471,134,"*",c("SRR5874657__14331", "SRR5874658__16112")
"12831","2",13276589,13277047,459,"*",c("SRR5874658__16113", "SRR5874657__14332")
"12832","2",13277560,13277832,273,"*",c("SRR5874657__14334", "SRR5874658__16114")
"12833","2",13280694,13280859,166,"*",c("SRR5874657__14335", "SRR5874658__16115")
"12834","2",13281956,13282070,115,"*",c("SRR5874658__16116", "SRR5874657__14336")
"12835","2",13285570,13285834,265,"*",c("SRR5874657__14337", "SRR5874658__16117")
"12836","2",13288605,13289099,495,"*",c("SRR5874657__14338", "SRR5874658__16118")
"12837","2",13293574,13294149,576,"*",c("SRR5874657__14340", "SRR5874658__16119")
"12838","2",13295340,13295816,477,"*",c("SRR5874658__16120", "SRR5874657__14341")
"12839","2",13301978,13302292,315,"*",c("SRR5874657__14342", "SRR5874658__16122")
"12840","2",13304842,13305015,174,"*",c("SRR5874657__14343", "SRR5874658__16124")
"12841","2",13307440,13307988,549,"*",c("SRR5874657__14344", "SRR5874658__16126")
"12842","2",13309506,13309754,249,"*",c("SRR5874657__14345", "SRR5874658__16127")
"12843","2",13310925,13311055,131,"*",c("SRR5874658__16128", "SRR5874657__14346")
"12844","2",13311113,13311254,142,"*",c("SRR5874658__16129", "SRR5874657__14347")
"12845","2",13311406,13311554,149,"*",c("SRR5874657__14348", "SRR5874658__16130")
"12846","2",13312119,13312471,353,"*",c("SRR5874657__14349", "SRR5874658__16131")
"12847","2",13313748,13313915,168,"*",c("SRR5874657__14350", "SRR5874658__16132")
"12848","2",13316750,13317362,613,"*",c("SRR5874657__14353", "SRR5874658__16133")
"12849","2",13327374,13327847,474,"*",c("SRR5874657__14354", "SRR5874658__16134")
"12850","2",13328625,13329014,390,"*",c("SRR5874657__14355", "SRR5874658__16135")
"12851","2",13332133,13332390,258,"*",c("SRR5874657__14356", "SRR5874658__16136")
"12852","2",13332899,13333247,349,"*",c("SRR5874658__16138", "SRR5874657__14357")
"12853","2",13335506,13335667,162,"*",c("SRR5874657__14358", "SRR5874658__16140")
"12854","2",13338801,13339109,309,"*",c("SRR5874658__16142", "SRR5874657__14359")
"12855","2",13343729,13343996,268,"*",c("SRR5874658__16143", "SRR5874657__14360")
"12856","2",13349867,13350280,414,"*",c("SRR5874657__14361", "SRR5874658__16144")
"12857","2",13351692,13351856,165,"*",c("SRR5874657__14362", "SRR5874658__16145")
"12858","2",13360543,13360749,207,"*",c("SRR5874658__16148", "SRR5874657__14363")
"12859","2",13361029,13361241,213,"*",c("SRR5874658__16149", "SRR5874657__14364")
"12860","2",13361342,13361672,331,"*",c("SRR5874657__14365", "SRR5874658__16150")
"12861","2",13365532,13365650,119,"*",c("SRR5874657__14366", "SRR5874658__16151")
"12862","2",13365794,13366127,334,"*",c("SRR5874658__16152", "SRR5874657__14367")
"12863","2",13367464,13367759,296,"*",c("SRR5874657__14368", "SRR5874658__16153")
"12864","2",13368162,13368358,197,"*",c("SRR5874657__14369", "SRR5874658__16154")
"12865","2",13371508,13371638,131,"*",c("SRR5874658__16155", "SRR5874657__14370")
"12866","2",13371705,13372610,906,"*",c("SRR5874657__14371", "SRR5874658__16156", "SRR5874658__16157", "SRR5874657__14372")
"12867","2",13373564,13374082,519,"*",c("SRR5874658__16158", "SRR5874657__14373")
"12868","2",13376335,13376451,117,"*",c("SRR5874657__14374", "SRR5874658__16159")
"12869","2",13377963,13378285,323,"*",c("SRR5874658__16160", "SRR5874657__14375")
"12870","2",13378774,13379117,344,"*",c("SRR5874657__14376", "SRR5874658__16161")
"12871","2",13381213,13382024,812,"*",c("SRR5874657__14377", "SRR5874658__16162", "SRR5874657__14378")
"12872","2",13384100,13384264,165,"*",c("SRR5874658__16163", "SRR5874657__14379")
"12873","2",13385029,13385163,135,"*",c("SRR5874658__16166", "SRR5874657__14380")
"12874","2",13390509,13391355,847,"*",c("SRR5874658__16168", "SRR5874657__14382", "SRR5874658__16169")
"12875","2",13392746,13392991,246,"*",c("SRR5874657__14383", "SRR5874658__16170")
"12876","2",13411803,13412134,332,"*",c("SRR5874658__16173", "SRR5874657__14384")
"12877","2",13421284,13421596,313,"*",c("SRR5874658__16174", "SRR5874657__14385")
"12878","2",13426980,13427053,74,"*",c("SRR5874657__14386", "SRR5874658__16175")
"12879","2",13435805,13435969,165,"*",c("SRR5874657__14387", "SRR5874658__16176")
"12880","2",13436348,13436706,359,"*",c("SRR5874657__14388", "SRR5874658__16177")
"12881","2",13437737,13438507,771,"*",c("SRR5874658__16178", "SRR5874657__14389")
"12882","2",13439775,13440116,342,"*",c("SRR5874658__16179", "SRR5874657__14390")
"12883","2",13440670,13440907,238,"*",c("SRR5874658__16180", "SRR5874657__14391")
"12884","2",13445817,13446204,388,"*",c("SRR5874658__16181", "SRR5874657__14392")
"12885","2",13446447,13446914,468,"*",c("SRR5874657__14393", "SRR5874658__16182")
"12886","2",13447239,13447679,441,"*",c("SRR5874658__16183", "SRR5874657__14394")
"12887","2",13447718,13447964,247,"*",c("SRR5874657__14395", "SRR5874658__16184")
"12888","2",13449927,13450370,444,"*",c("SRR5874658__16185", "SRR5874657__14396")
"12889","2",13462356,13462484,129,"*",c("SRR5874657__14397", "SRR5874658__16186")
"12890","2",13464085,13464370,286,"*",c("SRR5874658__16187", "SRR5874657__14398")
"12891","2",13471782,13471904,123,"*",c("SRR5874658__16189", "SRR5874657__14399")
"12892","2",13473346,13473649,304,"*",c("SRR5874657__14400", "SRR5874658__16190")
"12893","2",13474890,13475297,408,"*",c("SRR5874658__16191", "SRR5874657__14401")
"12894","2",13475400,13475485,86,"*",c("SRR5874657__14402", "SRR5874658__16192")
"12895","2",13479061,13479273,213,"*",c("SRR5874657__14403", "SRR5874658__16193")
"12896","2",13483062,13483347,286,"*",c("SRR5874658__16194", "SRR5874657__14404")
"12897","2",13487403,13487757,355,"*",c("SRR5874658__16195", "SRR5874657__14405")
"12898","2",13488670,13489042,373,"*",c("SRR5874658__16196", "SRR5874657__14406", "SRR5874658__16197")
"12899","2",13489585,13489746,162,"*",c("SRR5874658__16198", "SRR5874657__14407")
"12900","2",13489795,13490323,529,"*",c("SRR5874657__14408", "SRR5874658__16199", "SRR5874657__14409")
"12901","2",13490406,13490693,288,"*",c("SRR5874658__16200", "SRR5874657__14410")
"12902","2",13495026,13495320,295,"*",c("SRR5874657__14411", "SRR5874658__16202")
"12903","2",13495445,13495778,334,"*",c("SRR5874658__16203", "SRR5874657__14412")
"12904","2",13496198,13496592,395,"*",c("SRR5874657__14413", "SRR5874658__16204")
"12905","2",13496883,13497253,371,"*",c("SRR5874658__16206", "SRR5874657__14414")
"12906","2",13498077,13498487,411,"*",c("SRR5874658__16207", "SRR5874657__14415")
"12907","2",13507362,13507841,480,"*",c("SRR5874658__16209", "SRR5874657__14416")
"12908","2",13514058,13514270,213,"*",c("SRR5874657__14417", "SRR5874658__16210")
"12909","2",13514918,13515006,89,"*",c("SRR5874657__14418", "SRR5874658__16211")
"12910","2",13517294,13517404,111,"*",c("SRR5874658__16212", "SRR5874657__14419")
"12911","2",13517791,13518013,223,"*",c("SRR5874657__14420", "SRR5874658__16213")
"12912","2",13518137,13518495,359,"*",c("SRR5874657__14421", "SRR5874658__16214", "SRR5874657__14422")
"12913","2",13519815,13520260,446,"*",c("SRR5874658__16215", "SRR5874657__14423")
"12914","2",13523541,13524297,757,"*",c("SRR5874658__16217", "SRR5874657__14425")
"12915","2",13528435,13528819,385,"*",c("SRR5874658__16218", "SRR5874657__14427")
"12916","2",13528833,13529032,200,"*",c("SRR5874658__16219", "SRR5874657__14428")
"12917","2",13529393,13529914,522,"*",c("SRR5874658__16220", "SRR5874657__14429")
"12918","2",13539760,13539998,239,"*",c("SRR5874657__14430", "SRR5874658__16221")
"12919","2",13549515,13549731,217,"*",c("SRR5874657__14431", "SRR5874658__16224")
"12920","2",13553782,13554370,589,"*",c("SRR5874658__16225", "SRR5874657__14432")
"12921","2",13554764,13555074,311,"*",c("SRR5874657__14433", "SRR5874658__16226")
"12922","2",13559577,13559905,329,"*",c("SRR5874658__16229", "SRR5874657__14435")
"12923","2",13560603,13560783,181,"*",c("SRR5874658__16230", "SRR5874657__14436")
"12924","2",13576680,13576876,197,"*",c("SRR5874657__14437", "SRR5874658__16232")
"12925","2",13579506,13579900,395,"*",c("SRR5874657__14439", "SRR5874658__16233")
"12926","2",13581271,13581649,379,"*",c("SRR5874657__14440", "SRR5874658__16234")
"12927","2",13582631,13582845,215,"*",c("SRR5874657__14441", "SRR5874658__16235")
"12928","2",13586504,13586897,394,"*",c("SRR5874657__14442", "SRR5874658__16236")
"12929","2",13587324,13587457,134,"*",c("SRR5874657__14443", "SRR5874658__16237")
"12930","2",13588019,13588136,118,"*",c("SRR5874657__14444", "SRR5874658__16238")
"12931","2",13588549,13588862,314,"*",c("SRR5874658__16239", "SRR5874657__14445")
"12932","2",13599853,13600707,855,"*",c("SRR5874658__16240", "SRR5874657__14446", "SRR5874657__14447")
"12933","2",13609876,13610148,273,"*",c("SRR5874658__16241", "SRR5874657__14448")
"12934","2",13610404,13610785,382,"*",c("SRR5874657__14449", "SRR5874658__16242")
"12935","2",13612754,13613041,288,"*",c("SRR5874657__14450", "SRR5874658__16243")
"12936","2",13613574,13613810,237,"*",c("SRR5874658__16244", "SRR5874657__14451")
"12937","2",13621546,13621883,338,"*",c("SRR5874658__16245", "SRR5874657__14453")
"12938","2",13621953,13622232,280,"*",c("SRR5874658__16246", "SRR5874657__14454")
"12939","2",13622551,13622862,312,"*",c("SRR5874657__14455", "SRR5874658__16248")
"12940","2",13622970,13623448,479,"*",c("SRR5874658__16249", "SRR5874657__14456", "SRR5874658__16250")
"12941","2",13627902,13628506,605,"*",c("SRR5874658__16252", "SRR5874657__14457", "SRR5874658__16253")
"12942","2",13628623,13628789,167,"*",c("SRR5874657__14458", "SRR5874658__16254")
"12943","2",13630517,13630656,140,"*",c("SRR5874658__16255", "SRR5874657__14460")
"12944","2",13631730,13632198,469,"*",c("SRR5874657__14461", "SRR5874658__16256")
"12945","2",13633371,13633527,157,"*",c("SRR5874657__14462", "SRR5874658__16257")
"12946","2",13635063,13635250,188,"*",c("SRR5874657__14463", "SRR5874658__16258")
"12947","2",13640288,13640609,322,"*",c("SRR5874658__16259", "SRR5874657__14464")
"12948","2",13644131,13644494,364,"*",c("SRR5874658__16261", "SRR5874657__14465")
"12949","2",13645538,13646671,1134,"*",c("SRR5874657__14466", "SRR5874658__16262")
"12950","2",13646981,13647174,194,"*",c("SRR5874658__16263", "SRR5874657__14467")
"12951","2",13647526,13647882,357,"*",c("SRR5874657__14468", "SRR5874658__16264", "SRR5874658__16265")
"12952","2",13653975,13654131,157,"*",c("SRR5874657__14469", "SRR5874658__16267")
"12953","2",13657718,13658103,386,"*",c("SRR5874658__16268", "SRR5874657__14470", "SRR5874658__16269")
"12954","2",13658143,13658469,327,"*",c("SRR5874658__16270", "SRR5874657__14471")
"12955","2",13658757,13659064,308,"*",c("SRR5874658__16271", "SRR5874657__14472")
"12956","2",13659745,13660118,374,"*",c("SRR5874658__16272", "SRR5874657__14473", "SRR5874658__16273")
"12957","2",13660242,13660929,688,"*",c("SRR5874657__14474", "SRR5874658__16274")
"12958","2",13660999,13661220,222,"*",c("SRR5874657__14475", "SRR5874658__16275")
"12959","2",13666049,13666568,520,"*",c("SRR5874658__16276", "SRR5874657__14476", "SRR5874658__16277")
"12960","2",13673210,13673588,379,"*",c("SRR5874658__16278", "SRR5874657__14477")
"12961","2",13674272,13674549,278,"*",c("SRR5874658__16279", "SRR5874657__14478")
"12962","2",13676015,13676532,518,"*",c("SRR5874658__16280", "SRR5874657__14479")
"12963","2",13677821,13678018,198,"*",c("SRR5874658__16281", "SRR5874657__14480")
"12964","2",13678288,13678499,212,"*",c("SRR5874658__16282", "SRR5874657__14481")
"12965","2",13678764,13678996,233,"*",c("SRR5874658__16283", "SRR5874657__14482")
"12966","2",13682163,13682553,391,"*",c("SRR5874657__14483", "SRR5874658__16284")
"12967","2",13684127,13684445,319,"*",c("SRR5874658__16286", "SRR5874657__14484")
"12968","2",13689458,13689613,156,"*",c("SRR5874658__16287", "SRR5874657__14485")
"12969","2",13689654,13690084,431,"*",c("SRR5874658__16288", "SRR5874657__14486", "SRR5874657__14487")
"12970","2",13690331,13690511,181,"*",c("SRR5874658__16289", "SRR5874657__14488")
"12971","2",13691108,13691377,270,"*",c("SRR5874658__16290", "SRR5874657__14489")
"12972","2",13692028,13692459,432,"*",c("SRR5874658__16292", "SRR5874657__14490", "SRR5874658__16293")
"12973","2",13692588,13692724,137,"*",c("SRR5874658__16294", "SRR5874657__14491")
"12974","2",13692984,13693128,145,"*",c("SRR5874657__14492", "SRR5874658__16295")
"12975","2",13702499,13702949,451,"*",c("SRR5874658__16296", "SRR5874657__14493")
"12976","2",13703210,13703304,95,"*",c("SRR5874657__14494", "SRR5874658__16297")
"12977","2",13706303,13706841,539,"*",c("SRR5874658__16298", "SRR5874657__14495")
"12978","2",13712880,13713082,203,"*",c("SRR5874657__14496", "SRR5874658__16300")
